Date,Open,High,Low,Close,Volume
2021-03-17,17.51,18.15,17.32,17.8,1056698
2021-03-16,19.15,19.31,16.96,17.4,2189083
2021-03-15,18.26,19.2,17.78,19.19,1113825
2021-03-12,17.25,18.375,16.88,18.3,1359216
2021-03-11,16.69,17.45,16.23,17.45,1284769
2021-03-10,16.8,17.37,16.08,16.34,1507283
2021-03-09,15.92,16.99,15.915,16.88,1257030
2021-03-08,15.35,16.48,15.27,15.49,867810
2021-03-05,15.84,15.89,13.9,15.19,1865250
2021-03-04,16.01,16.6,14.89,15.73,1630740
2021-03-03,16.43,16.71,15.56,16.37,1188624
2021-03-02,16.35,16.85,16.17,16.44,995605
2021-03-01,15.51,16.35,15.45,16.26,871311
2021-02-26,14.83,15.78,14.57,15.33,823086
2021-02-25,15.72,16.11,14.43,14.55,1291949
2021-02-24,15.4,15.96,15.07,15.68,1104593
2021-02-23,15.38,15.64,14.34,15.4,2063354
2021-02-22,17.35,17.4,15.5,15.54,1771867
2021-02-19,16.91,18.48,16.73,17.45,3400219
2021-02-18,15.89,17.65,15.65,16.88,4298408
2021-02-17,15.36,15.63,14.87,15.12,1523773
2021-02-16,16.05,16.2,14.81,15.45,1441218
2021-02-12,15.87,16.2225,15.33,16.02,1019602
2021-02-11,15.05,16.41,14.7204,15.84,2962879
2021-02-10,15.2,15.4,14.5,15.08,1439763
2021-02-09,15.41,15.54,14.74,15.12,1148484
2021-02-08,15.58,15.76,14.5,15.41,2945391
2021-02-05,15.71,15.97,15.0,15.76,1331319
2021-02-04,15.83,16.25,15.27,15.61,1352211
2021-02-03,14.54,17.17,14.54,15.57,3025685
2021-02-02,15.62,15.7611,14.2876,14.81,1995704
2021-02-01,14.2,15.72,13.92,15.51,2043072
2021-01-29,13.34,14.25,13.1601,13.63,1069919
2021-01-28,13.25,14.2084,12.7,13.27,856581
2021-01-27,12.58,14.15,12.54,13.22,1086127
2021-01-26,13.3,13.54,12.48,12.94,627641
2021-01-25,12.76,14.5573,12.76,13.15,1341633
2021-01-22,12.19,12.53,12.02,12.43,470215
2021-01-21,11.76,12.75,11.7552,12.35,577801
2021-01-20,12.01,12.1,11.35,11.72,477907
2021-01-19,11.9,12.19,11.5276,11.9,442651
2021-01-15,12.8,12.98,11.29,11.68,962046
2021-01-14,12.8,13.17,12.35,12.8,940693
2021-01-13,12.17,13.24,11.95,12.67,1642345
2021-01-12,11.54,12.06,11.54,12.04,630625
2021-01-11,11.14,11.71,10.63,11.48,653558
2021-01-08,11.45,11.6555,11.21,11.36,701230
2021-01-07,10.93,11.62,10.85,11.35,1030797
2021-01-06,9.75,11.1,9.75,11.07,1389068
2021-01-05,9.63,9.94,9.4501,9.79,1128144
2021-01-04,9.54,9.83,9.23,9.72,953685
2020-12-31,9.82,9.94,9.47,9.54,1417419
2020-12-30,9.88,10.19,9.716,9.74,835924
2020-12-29,10.96,11.0,9.72,9.87,2109295
2020-12-28,12.38,12.42,10.75,10.8,1310793
2020-12-24,12.9,12.9512,11.93,12.21,886834
2020-12-23,12.13,13.84,12.1,12.82,2774201
2020-12-22,10.51,12.17,10.16,12.04,3444210
2020-12-21,9.68,10.19,9.56,10.01,730246
2020-12-18,10.84,10.98,9.82,9.99,1297081
2020-12-17,10.73,11.16,10.485,10.81,944004
2020-12-16,10.85,10.97,10.36,10.58,742734
2020-12-15,10.4,10.94,10.19,10.81,825960
2020-12-14,10.64,10.75,10.01,10.44,668279
2020-12-11,10.76,10.98,10.41,10.52,447026
2020-12-10,10.64,11.43,10.03,10.78,1271351
2020-12-09,10.0,11.07,9.9058,10.82,1442087
2020-12-08,9.7,10.15,9.695,9.91,611807
2020-12-07,10.05,10.05,9.4,9.79,930180
2020-12-04,9.7,10.28,9.51,9.97,1618086
2020-12-03,9.48,9.84,9.32,9.64,776277
2020-12-02,9.25,9.885,9.07,9.5,977167
2020-12-01,9.51,9.715,9.12,9.39,672376
2020-11-30,9.64,9.73,8.91,9.3,1371277
2020-11-27,9.06,9.84,9.03,9.58,928207
2020-11-25,9.16,9.3914,8.75,9.13,950610
2020-11-24,9.46,9.46,8.78,9.27,2907738
2020-11-23,11.26,11.4362,9.18,9.31,4226171
2020-11-20,10.75,11.33,10.61,11.1,2823841
2020-11-19,9.6,10.59,9.55,10.38,3324124
2020-11-18,9.75,10.15,9.55,9.69,721634
2020-11-17,9.63,10.25,9.52,9.75,1550587
2020-11-16,10.08,10.1,9.6,9.74,648689
2020-11-13,10.15,10.42,9.86,9.98,578671
2020-11-12,10.04,10.4,9.81,9.98,769983
2020-11-11,10.05,10.343,9.54,10.04,782481
2020-11-10,9.5,10.55,9.31,10.1,1257174
2020-11-09,10.75,10.75,9.29,9.46,1281307
2020-11-06,10.05,10.36,9.64,9.74,895429
2020-11-05,10.4,10.94,10.05,10.19,1293535
2020-11-04,9.47,9.9,9.33,9.71,863585
2020-11-03,9.69,9.77,9.24,9.52,701399
2020-11-02,9.57,10.02,9.1,9.44,1221954
2020-10-30,9.41,9.6252,8.91,9.52,900046
2020-10-29,8.81,9.78,8.81,9.55,1181928
2020-10-28,8.98,9.19,8.43,8.82,1026499
2020-10-27,9.24,9.44,8.938,9.24,883620
2020-10-26,9.775,10.0,8.72,9.12,1443976
2020-10-23,9.52,10.19,9.52,9.84,1843639
2020-10-22,8.77,9.54,8.25,9.51,2085701
2020-10-21,11.21,11.8799,8.94,8.95,6739025
2020-10-20,9.27,10.48,9.04,10.05,2316329
2020-10-19,9.22,9.49,9.0801,9.16,926798
2020-10-16,9.44,9.445,8.91,9.14,587132
2020-10-15,8.65,9.55,8.58,9.45,838100
2020-10-14,8.86,8.99,8.55,8.9,466281
2020-10-13,8.48,9.09,8.3041,8.75,695584
2020-10-12,8.63,8.74,8.42,8.49,447354
2020-10-09,8.55,8.84,8.3838,8.55,549521
2020-10-08,8.77,9.32,8.2,8.57,1446699
2020-10-07,9.16,9.72,8.26,8.8,1731500
2020-10-06,8.77,9.32,8.65,9.0,1785145
2020-10-05,8.12,8.72,8.0201,8.7,2475190
2020-10-02,7.43,8.15,7.31,7.93,1691162
2020-10-01,6.32,7.82,6.32,7.79,3957436
2020-09-30,6.47,6.66,6.08,6.21,1238083
2020-09-29,6.27,7.09,6.27,6.49,1373156
2020-09-28,6.19,6.55,6.14,6.17,579799
2020-09-25,6.25,6.45,5.98,6.12,606404
2020-09-24,6.19,6.55,6.02,6.24,670264
2020-09-23,7.02,7.35,6.11,6.22,1799287
2020-09-22,6.62,7.355,6.52,7.09,1721796
2020-09-21,6.3,6.85,6.11,6.58,1682503
2020-09-18,6.4,6.6,6.04,6.05,2272595
2020-09-17,5.97,6.69,5.72,6.19,2107093
2020-09-16,5.3,6.39,5.3,5.92,2029029
2020-09-15,4.95,5.82,4.81,5.33,1273380
2020-09-14,4.29,5.0,4.2886,4.83,1348234
2020-09-11,4.01,4.18,3.87,4.14,319820
2020-09-10,3.76,4.0,3.76,3.95,264703
2020-09-09,3.88,4.01,3.7,3.73,220179
2020-09-08,4.06,4.07,3.9,3.9,179184
2020-09-04,4.18,4.35,3.989,4.06,307849
2020-09-03,4.33,4.51,4.18,4.19,274657
2020-09-02,4.48,4.5133,4.3,4.35,230487
2020-09-01,4.22,4.59,4.15,4.49,687109
2020-08-31,4.25,4.35,4.11,4.25,282312
2020-08-28,3.95,4.3,3.95,4.23,314707
2020-08-27,3.95,4.1,3.9058,3.96,179817
2020-08-26,4.03,4.16,3.92,3.94,111552
2020-08-25,4.12,4.28,3.99,4.01,372350
2020-08-24,3.77,4.18,3.77,4.12,332040
2020-08-21,3.78,3.93,3.67,3.79,200541
2020-08-20,3.58,3.95,3.57,3.81,270653
2020-08-19,3.35,3.69,3.35,3.64,303402
2020-08-18,3.49,3.5,3.37,3.38,73823
2020-08-17,3.52,3.574,3.38,3.48,148234
2020-08-14,3.37,3.49,3.34,3.48,144195
2020-08-13,3.39,3.4,3.31,3.39,102976
2020-08-12,3.39,3.42,3.26,3.39,124366
2020-08-11,3.42,3.52,3.34,3.34,92906
2020-08-10,3.3,3.52,3.3,3.42,207117
2020-08-07,3.21,3.4,3.2,3.32,138783
2020-08-06,3.28,3.32,3.16,3.2,121905
2020-08-05,3.28,3.32,3.22,3.3,103860
2020-08-04,3.31,3.34,3.12,3.22,403466
2020-08-03,3.42,3.54,3.35,3.5,234342
2020-07-31,3.65,3.66,3.36,3.45,331642
2020-07-30,3.71,3.74,3.55,3.7,259405
2020-07-29,4.21,4.3,3.57,3.63,792595
2020-07-28,4.3,4.34,4.19,4.27,436502
2020-07-27,4.29,4.34,4.17,4.22,152555
2020-07-24,4.29,4.39,4.21,4.24,169567
2020-07-23,4.32,4.43,4.2,4.27,163584
2020-07-22,4.19,4.45,4.19,4.31,195255
2020-07-21,4.16,4.393,4.16,4.24,207334
2020-07-20,4.18,4.52,4.1,4.14,370270
2020-07-17,4.2,4.4,4.17,4.18,191691
2020-07-16,4.17,4.29,3.98,4.2,215992
2020-07-15,4.05,4.3,4.0261,4.2,382528
2020-07-14,3.9,4.09,3.79,3.95,336380
2020-07-13,4.2,4.2,3.71,3.72,437349
2020-07-10,3.81,4.19,3.81,4.1,344401
2020-07-09,4.28,4.39,3.75,3.77,896711
2020-07-08,3.35,4.54,3.34,4.19,4753015
2020-07-07,3.46,3.46,3.27,3.31,186675
2020-07-06,3.21,3.47,3.21,3.44,198607
2020-07-02,3.3,3.35,3.14,3.21,165441
2020-07-01,3.28,3.31,3.18,3.24,86761
2020-06-30,3.22,3.3,3.07,3.24,160373
2020-06-29,2.99,3.37,2.99,3.16,224484
2020-06-26,2.94,3.2,2.83,3.14,579759
2020-06-25,2.92,3.02,2.86,2.99,164067
2020-06-24,3.1,3.15,2.88,3.0,199384
2020-06-23,3.1,3.24,3.0671,3.14,178406
2020-06-22,3.08,3.25,2.97,3.02,233876
2020-06-19,3.26,3.44,3.15,3.18,260441
2020-06-18,3.12,3.41,3.06,3.22,142633
2020-06-17,3.35,3.36,3.11,3.21,200193
2020-06-16,3.4,3.47,3.2101,3.36,306939
2020-06-15,3.0,3.35,2.95,3.19,214841
2020-06-12,2.95,3.44,2.9,3.27,459428
2020-06-11,2.9,3.1199,2.7,2.73,531290
2020-06-10,3.86,3.86,3.09,3.45,402302
2020-06-09,3.85,3.96,3.47,3.86,332815
2020-06-08,3.8,4.03,3.7794,3.9,387129
2020-06-05,3.48,3.8,3.45,3.64,405229
2020-06-04,3.05,3.36,3.0401,3.25,186020
2020-06-03,3.2,3.25,3.11,3.13,248889
2020-06-02,3.1,3.26,2.93,2.99,285631
2020-06-01,2.93,3.19,2.85,3.03,227861
2020-05-29,2.75,2.91,2.65,2.85,267021
2020-05-28,3.1,3.19,2.76,2.83,462799
2020-05-27,2.79,3.05,2.72,3.02,452034
2020-05-26,2.33,2.72,2.31,2.65,583071
2020-05-22,2.21,2.27,2.1678,2.25,141088
2020-05-21,2.1,2.28,2.1,2.18,376842
2020-05-20,2.11,2.14,2.05,2.09,208768
2020-05-19,2.12,2.16,2.04,2.07,178791
2020-05-18,2.09,2.17,2.05,2.1,278195
2020-05-15,2.01,2.085,1.95,2.02,245350
2020-05-14,2.08,2.2,1.91,2.02,379326
2020-05-13,2.31,2.43,2.0,2.08,826323
2020-05-12,2.4,2.6,2.31,2.57,565262
2020-05-11,2.24,2.4,2.12,2.26,322065
2020-05-08,2.08,2.3,2.0,2.28,256100
2020-05-07,2.0,2.08,2.0,2.03,133717
2020-05-06,2.0,2.08,1.95,2.0,210480
2020-05-05,2.0,2.05,1.98,2.03,145238
2020-05-04,2.06,2.1,1.87,2.04,172085
2020-05-01,2.2,2.2,1.96,2.11,252790
2020-04-30,2.31,2.31,2.0799,2.1,354170
2020-04-29,2.37,2.44,2.3,2.32,543477
2020-04-28,2.25,2.345,2.25,2.31,642639
2020-04-27,2.05,2.18,2.03,2.18,534515
2020-04-24,2.1,2.1,1.97,2.02,216561
2020-04-23,1.98,2.12,1.969,2.05,304022
2020-04-22,2.02,2.08,1.95,1.99,272975
2020-04-21,2.04,2.07,1.98,2.03,230317
2020-04-20,2.12,2.15,2.02,2.06,219178
2020-04-17,2.17,2.27,2.02,2.14,327762
2020-04-16,2.04,2.08,1.97,2.08,440245
2020-04-15,2.2,2.22,2.02,2.04,390975
2020-04-14,2.5,2.5201,2.15,2.2,392494
2020-04-13,2.61,2.64,2.29,2.5,342360
2020-04-09,2.38,2.82,2.3301,2.69,483796
2020-04-08,2.09,2.39,2.09,2.3,269690
2020-04-07,2.27,2.28,2.06,2.14,292408
2020-04-06,2.21,2.41,2.11,2.18,545812
2020-04-03,2.07,2.0837,1.93,2.02,133440
2020-04-02,2.02,2.14,1.985,2.12,208041
2020-04-01,2.33,2.33,2.005,2.02,280234
2020-03-31,2.41,2.49,2.3,2.36,268589
2020-03-30,3.2,3.2,2.26,2.4,660682
2020-03-27,3.19,3.33,3.04,3.18,219743
2020-03-26,3.21,3.37,3.14,3.34,353041
2020-03-25,2.74,3.41,2.61,3.22,334207
2020-03-24,2.59,2.885,2.5101,2.85,243029
2020-03-23,2.62,2.62,2.38,2.47,181863
2020-03-20,2.49,2.55,2.27,2.53,348347
2020-03-19,1.99,2.33,1.93,2.32,326402
2020-03-18,2.15,2.21,1.91,2.0,252991
2020-03-17,2.02,2.28,1.94,2.26,405625
2020-03-16,1.8,2.1881,1.8,2.09,244511
2020-03-13,2.16,2.2499,1.96,2.14,394228
2020-03-12,2.27,2.27,2.1,2.11,315818
2020-03-11,2.74,2.74,2.4,2.41,262692
2020-03-10,2.9,2.98,2.7342,2.78,162699
2020-03-09,2.92,2.96,2.63,2.86,400921
2020-03-06,3.27,3.33,3.04,3.07,306513
2020-03-05,3.48,3.48,3.23,3.37,365935
2020-03-04,3.58,3.58,3.41,3.52,198611
2020-03-03,3.77,3.78,3.525,3.57,304659
2020-03-02,3.79,3.84,3.6,3.64,299790
2020-02-28,3.8,3.87,3.6,3.78,531083
2020-02-27,3.87,4.02,3.845,3.89,303359
2020-02-26,4.06,4.06,3.85,3.97,515637
2020-02-25,4.11,4.11,4.04,4.05,226291
2020-02-24,4.06,4.1136,4.0,4.08,222383
2020-02-21,4.3,4.3,4.09,4.1,115957
2020-02-20,4.26,4.38,4.25,4.3,135950
2020-02-19,4.15,4.34,4.1205,4.27,170806
2020-02-18,4.1,4.16,4.05,4.12,101026
2020-02-14,4.25,4.26,4.07,4.1,189526
2020-02-13,4.26,4.37,4.22,4.27,185283
2020-02-12,4.17,4.27,4.11,4.25,146357
2020-02-11,4.03,4.16,3.99,4.13,156226
2020-02-10,4.08,4.12,3.95,4.04,305792
2020-02-07,4.16,4.19,4.045,4.12,174865
2020-02-06,4.11,4.2,4.0,4.14,516766
2020-02-05,4.5,4.72,4.13,4.17,537550
2020-02-04,4.26,4.45,4.25,4.35,297733
2020-02-03,4.05,4.31,4.05,4.19,187576
2020-01-31,4.04,4.07,3.97,4.04,185682
2020-01-30,4.1,4.135,3.94,4.05,388050
2020-01-29,4.2,4.2705,4.1,4.12,166898
2020-01-28,4.21,4.22,4.11,4.2,120813
2020-01-27,4.24,4.24,4.11,4.13,111781
2020-01-24,4.59,4.59,4.22,4.22,194992
2020-01-23,4.47,4.59,4.34,4.56,206869
2020-01-22,4.52,4.53,4.44,4.47,99039
2020-01-21,4.57,4.57,4.37,4.48,181737
2020-01-17,4.64,4.65,4.51,4.55,206608
2020-01-16,4.79,4.79,4.47,4.58,373050
2020-01-15,4.35,4.79,4.2963,4.76,354609
2020-01-14,4.12,4.4,4.05,4.31,452611
2020-01-13,4.05,4.13,3.9884,4.11,223623
2020-01-10,4.16,4.16,3.95,4.04,383171
2020-01-09,4.35,4.35,4.11,4.12,196009
2020-01-08,4.36,4.45,4.33,4.34,213375
2020-01-07,4.44,4.45,4.31,4.39,104453
2020-01-06,4.23,4.46,4.2,4.45,118495
2020-01-03,4.22,4.32,4.18,4.28,141542
2020-01-02,4.29,4.37,4.17,4.27,142791
2019-12-31,4.16,4.255,4.145,4.22,232466
2019-12-30,4.27,4.336,4.16,4.23,159711
2019-12-27,4.52,4.55,4.29,4.32,195970
2019-12-26,4.52,4.65,4.48,4.53,162841
2019-12-24,4.37,4.63,4.37,4.53,183134
2019-12-23,4.18,4.43,4.11,4.37,238838
2019-12-20,4.14,4.17,4.08,4.17,351319
2019-12-19,4.09,4.14,4.025,4.13,125433
2019-12-18,4.1,4.23,4.05,4.07,273737
2019-12-17,3.99,4.1,3.94,4.09,291371
2019-12-16,4.01,4.07,3.95,4.0,205794
2019-12-13,4.13,4.16,4.01,4.05,123878
2019-12-12,4.14,4.19,4.06,4.16,196670
2019-12-11,4.0,4.16,3.96,4.15,229274
2019-12-10,3.95,4.01,3.9,4.0,143084
2019-12-09,4.0,4.06,3.93,3.99,168676
2019-12-06,3.97,4.07,3.92,4.06,156669
2019-12-05,3.99,4.06,3.86,3.93,164814
2019-12-04,4.02,4.045,3.93,3.98,127793
2019-12-03,3.93,4.02,3.84,4.0,264813
2019-12-02,4.19,4.19,3.965,3.98,178135
2019-11-29,4.08,4.21,4.06,4.16,114704
2019-11-27,3.99,4.115,3.97,4.08,220773
2019-11-26,4.05,4.09,3.94,3.96,444567
2019-11-25,3.8,4.04,3.8,4.04,288027
2019-11-22,3.71,3.83,3.71,3.78,249377
2019-11-21,3.73,3.82,3.68,3.78,250385
2019-11-20,3.74,3.76,3.62,3.73,269349
2019-11-19,3.81,3.81,3.57,3.74,435563
2019-11-18,3.77,3.84,3.72,3.81,142297
2019-11-15,3.84,3.84,3.68,3.78,282698
2019-11-14,3.79,3.85,3.745,3.81,319432
2019-11-13,3.72,3.8,3.5838,3.78,424998
2019-11-12,3.83,3.85,3.65,3.66,282638
2019-11-11,3.94,3.985,3.68,3.85,419371
2019-11-08,3.96,3.96,3.83,3.94,373467
2019-11-07,4.05,4.139,3.95,3.96,309269
2019-11-06,4.03,4.06,3.85,4.02,465670
2019-11-05,4.13,4.39,4.03,4.05,323112
2019-11-04,4.32,4.3999,4.08,4.1,390737
2019-11-01,4.23,4.39,4.18,4.26,219702
2019-10-31,3.9586,4.32,3.89,4.22,554454
2019-10-30,4.75,4.87,3.94,3.97,1677121
2019-10-29,4.9,5.14,4.8,5.05,559620
2019-10-28,4.97,5.15,4.89,4.92,197990
2019-10-25,4.87,5.03,4.82,4.95,182245
2019-10-24,5.0,5.0,4.84,4.91,221439
2019-10-23,4.82,5.02,4.8,4.99,220952
2019-10-22,4.85,4.87,4.64,4.82,222335
2019-10-21,4.71,4.89,4.65,4.86,236963
2019-10-18,4.63,4.73,4.63,4.7,170947
2019-10-17,4.74,4.75,4.59,4.68,238620
2019-10-16,4.56,4.63,4.5,4.55,202332
2019-10-15,4.48,4.62,4.41,4.56,179093
2019-10-14,4.41,4.55,4.385,4.48,121411
2019-10-11,4.36,4.57,4.35,4.49,170341
2019-10-10,4.3,4.43,4.24,4.25,281580
2019-10-09,4.25,4.38,4.21,4.34,285345
2019-10-08,4.31,4.37,4.2023,4.21,192420
2019-10-07,4.4,4.48,4.38,4.4,174586
2019-10-04,4.46,4.55,4.39,4.42,141593
2019-10-03,4.39,4.56,4.37,4.53,133720
2019-10-02,4.35,4.47,4.305,4.46,239926
2019-10-01,4.45,4.63,4.3902,4.44,239433
2019-09-30,4.36,4.5,4.36,4.42,190037
2019-09-27,4.3,4.47,4.24,4.36,185173
2019-09-26,4.23,4.27,4.07,4.25,279468
2019-09-25,4.3,4.38,4.25,4.27,115842
2019-09-24,4.38,4.38,4.2,4.29,166384
2019-09-23,4.32,4.365,4.17,4.31,194971
2019-09-20,4.5,4.627,4.3,4.32,185928
2019-09-19,4.45,4.67,4.37,4.51,185721
2019-09-18,4.64,4.64,4.41,4.43,202981
2019-09-17,4.78,4.78,4.5673,4.63,181716
2019-09-16,4.87,4.93,4.76,4.78,238102
2019-09-13,4.96,5.095,4.85,4.89,208294
2019-09-12,5.11,5.19,4.92,4.94,310294
2019-09-11,5.05,5.13,4.915,5.12,326031
2019-09-10,4.8,5.085,4.8,5.05,458985
2019-09-09,4.6,4.82,4.6,4.8,213837
2019-09-06,4.61,4.6735,4.54,4.59,214962
2019-09-05,4.35,4.64,4.3086,4.6,231441
2019-09-04,4.34,4.4,4.28,4.32,171402
2019-09-03,4.44,4.47,4.15,4.27,337577
2019-08-30,4.66,4.66,4.39,4.48,209197
2019-08-29,4.7,4.73,4.55,4.63,275173
2019-08-28,4.59,4.77,4.59,4.63,165911
2019-08-27,4.85,4.855,4.59,4.61,324530
2019-08-26,4.67,4.84,4.63,4.82,300995
2019-08-23,4.67,4.83,4.61,4.64,444854
2019-08-22,4.55,4.73,4.55,4.71,271219
2019-08-21,4.59,4.63,4.5,4.52,146433
2019-08-20,4.61,4.61,4.35,4.53,311507
2019-08-19,4.63,4.74,4.54,4.61,346925
2019-08-16,4.46,4.62,4.41,4.54,258307
2019-08-15,4.56,4.56,4.36,4.39,294421
2019-08-14,4.68,4.68,4.51,4.53,311249
2019-08-13,4.65,4.9785,4.65,4.79,237344
2019-08-12,4.77,4.83,4.67,4.75,142487
2019-08-09,4.98,4.98,4.76,4.76,372679
2019-08-08,5.05,5.09,4.94,4.97,450175
2019-08-07,5.11,5.14,4.945,4.97,446050
2019-08-06,5.25,5.31,5.0,5.06,412694
2019-08-05,5.25,5.26,5.065,5.17,291995
2019-08-02,5.41,5.63,5.33,5.41,354115
2019-08-01,6.12,6.15,5.32,5.38,676775
2019-07-31,7.0,7.0,5.76,6.11,1028539
2019-07-30,6.37,6.58,6.33,6.54,430462
2019-07-29,6.24,6.45,6.21,6.43,320356
2019-07-26,6.07,6.3,5.9786,6.27,829641
2019-07-25,6.17,6.24,6.02,6.04,427384
2019-07-24,6.34,6.385,6.12,6.18,467472
2019-07-23,6.33,6.4,6.23,6.34,215127
2019-07-22,6.32,6.53,6.28,6.32,223406
2019-07-19,6.6,6.66,6.46,6.55,117734
2019-07-18,6.55,6.63,6.41,6.6,241850
2019-07-17,7.01,7.01,6.55,6.57,284889
2019-07-16,6.81,7.06,6.81,7.04,355003
2019-07-15,6.98,6.98,6.72,6.85,332856
2019-07-12,6.98,7.23,6.8441,6.97,290097
2019-07-11,7.34,7.38,6.98,7.01,374460
2019-07-10,7.65,7.6901,7.3627,7.44,216753
2019-07-09,7.46,7.67,7.46,7.66,150359
2019-07-08,7.67,7.7,7.46,7.52,268596
2019-07-05,7.19,7.76,7.12,7.73,303321
2019-07-03,7.37,7.39,7.18,7.22,133876
2019-07-02,7.61,7.68,7.27,7.35,180344
2019-07-01,7.37,7.67,7.37,7.65,355508
2019-06-28,7.27,7.35,7.1401,7.32,280506
2019-06-27,7.12,7.23,6.975,7.23,221331
2019-06-26,7.23,7.28,7.02,7.11,169569
2019-06-25,7.24,7.2839,7.07,7.18,241117
2019-06-24,7.65,7.65,7.21,7.24,216229
2019-06-21,7.66,7.73,7.46,7.68,262897
2019-06-20,7.77,7.85,7.64,7.65,199568
2019-06-19,7.78,7.805,7.55,7.7,224221
2019-06-18,7.41,7.84,7.36,7.8,533479
2019-06-17,7.45,7.49,7.3108,7.38,185738
2019-06-14,7.36,7.51,7.28,7.44,224656
2019-06-13,7.31,7.38,7.22,7.37,246201
2019-06-12,7.13,7.28,7.11,7.25,206780
2019-06-11,7.12,7.2,6.98,7.13,347033
2019-06-10,7.2,7.34,7.06,7.09,328695
2019-06-07,7.3,7.33,7.09,7.2,261733
2019-06-06,7.31,7.46,7.16,7.28,357624
2019-06-05,7.65,7.8,7.25,7.32,597427
2019-06-04,7.12,7.79,7.12,7.6,817717
2019-06-03,6.97,7.21,6.96,7.04,427960
2019-05-31,7.02,7.17,6.965,7.03,518415
2019-05-30,7.27,7.34,7.08,7.11,361139
2019-05-29,7.46,7.54,7.25,7.31,397673
2019-05-28,7.67,7.75,7.52,7.54,343080
2019-05-24,7.62,7.74,7.46,7.65,351301
2019-05-23,7.71,7.85,7.54,7.61,269519
2019-05-22,7.78,7.935,7.76,7.83,396881
2019-05-21,7.98,7.98,7.76,7.86,497416
2019-05-20,7.93,8.0,7.69,7.92,543915
2019-05-17,8.14,8.425,7.96,8.01,558846
2019-05-16,8.18,8.42,8.12,8.17,662934
2019-05-15,9.46,9.5,7.37,8.16,3248735
2019-05-14,8.56,8.6,8.28,8.52,1066613
2019-05-13,8.66,8.68,8.43,8.52,239240
2019-05-10,8.79,9.09,8.78,8.85,389243
2019-05-09,8.85,9.01,8.73,8.86,313394
2019-05-08,8.89,9.06,8.75,8.96,306662
2019-05-07,8.95,9.06,8.7548,8.86,220417
2019-05-06,8.76,9.11,8.66,9.0,508176
2019-05-03,8.93,9.0,8.8513,8.91,229484
2019-05-02,8.81,9.03,8.67,8.91,274843
2019-05-01,8.67,9.09,8.6066,8.83,282586
2019-04-30,8.66,8.8,8.59,8.64,165571
2019-04-29,8.37,8.775,8.2949,8.67,171475
2019-04-26,8.24,8.42,8.1599,8.36,133974
2019-04-25,8.3,8.35,8.09,8.25,173095
2019-04-24,8.35,8.52,8.22,8.33,137155
2019-04-23,8.32,8.42,8.16,8.34,223125
2019-04-22,8.69,8.69,8.14,8.31,324002
2019-04-18,8.63,8.82,8.63,8.7,256886
2019-04-17,8.69,8.72,8.57,8.67,243297
2019-04-16,8.46,8.73,8.45,8.69,306703
2019-04-15,8.54,8.5782,8.375,8.48,385899
2019-04-12,8.34,8.6504,8.31,8.52,225771
2019-04-11,8.45,8.46,8.235,8.28,125475
2019-04-10,8.55,8.57,8.37,8.45,214755
2019-04-09,8.68,8.69,8.48,8.5,187161
2019-04-08,8.65,8.83,8.5,8.74,201332
2019-04-05,8.9,8.9,8.49,8.67,354215
2019-04-04,8.88,9.02,8.84,8.88,355370
2019-04-03,8.87,8.97,8.8,8.9,247635
2019-04-02,8.9,9.04,8.76,8.86,438956
2019-04-01,8.87,8.98,8.72,8.92,310210
2019-03-29,8.46,8.96,8.46,8.8,565872
2019-03-28,8.0,8.47,7.96,8.45,409209
2019-03-27,7.58,8.17,7.55,8.0,411202
2019-03-26,7.24,7.6,7.23,7.59,398198
2019-03-25,7.05,7.28,7.01,7.17,130948
2019-03-22,7.11,7.19,6.96,7.06,167726
2019-03-21,7.25,7.31,7.03,7.16,192817
2019-03-20,6.87,7.36,6.85,7.27,227881
2019-03-19,6.87,7.08,6.74,6.89,236396
2019-03-18,6.71,6.9,6.59,6.82,207589
2019-03-15,6.69,6.69,6.53,6.64,278269
2019-03-14,6.78,6.8,6.62,6.69,99327
2019-03-13,6.89,6.99,6.65,6.79,218629
2019-03-12,6.74,6.97,6.665,6.87,293448
2019-03-11,6.66,6.76,6.56,6.72,124940
2019-03-08,6.6,6.74,6.53,6.65,133127
2019-03-07,6.52,6.735,6.51,6.66,136256
2019-03-06,6.66,6.67,6.425,6.52,122642
2019-03-05,6.77,6.84,6.59,6.65,107979
2019-03-04,6.78,6.87,6.65,6.76,180877
2019-03-01,6.89,6.99,6.73,6.8,181230
2019-02-28,6.6,6.84,6.52,6.83,192242
2019-02-27,6.72,6.8011,6.59,6.63,190228
2019-02-26,6.61,6.81,6.5,6.71,332386
2019-02-25,6.58,6.77,6.58,6.59,227390
2019-02-22,6.64,6.74,6.495,6.54,242519
2019-02-21,6.56,6.72,6.56,6.64,309703
2019-02-20,6.57,6.67,6.5,6.56,229087
2019-02-19,6.73,6.73,6.48,6.57,342892
2019-02-15,6.43,6.765,6.35,6.72,321228
2019-02-14,6.31,6.55,6.15,6.4,301577
2019-02-13,6.01,6.34,5.93,6.29,378806
2019-02-12,5.76,6.0,5.75,5.96,340998
2019-02-11,5.6,5.8351,5.45,5.78,419849
2019-02-08,5.73,5.87,5.4,5.62,721113
2019-02-07,6.01,6.02,5.57,5.76,598123
